DIRECTED	paperref-cites
cat=NOTEXIST,EXIST:exists
181783	paperref:120055	|	paperref:119886	|
175389	paperref:121804	|	paperref:123259	|	exists=NOTEXIST:P=1.0,0.0
188871	paperref:121548	|	paperref:123939	|	exists=NOTEXIST:P=1.0,0.0
183322	paperref:121686	|	paperref:124236	|
192575	paperref:122226	|	paperref:121998	|	exists=NOTEXIST:P=1.0,0.0
197867	paperref:121284	|	paperref:120333	|	exists=NOTEXIST:P=1.0,0.0
173595	paperref:123294	|	paperref:124394	|	exists=EXIST:P=0.0,1.0
179557	paperref:121370	|	paperref:121913	|	exists=EXIST:P=0.0,1.0
188496	paperref:122702	|	paperref:123867	|
181003	paperref:125440	|	paperref:124402	|	exists=EXIST:P=0.0,1.0
197264	paperref:124007	|	paperref:124553	|	exists=NOTEXIST:P=1.0,0.0
185558	paperref:123185	|	paperref:122165	|	exists=EXIST:P=0.0,1.0
183395	paperref:123011	|	paperref:125437	|	exists=EXIST:P=0.0,1.0
183895	paperref:123362	|	paperref:125023	|	exists=EXIST:P=0.0,1.0
174678	paperref:124974	|	paperref:121646	|	exists=EXIST:P=0.0,1.0
192479	paperref:120560	|	paperref:124713	|
193187	paperref:120711	|	paperref:121950	|
184049	paperref:120196	|	paperref:121958	|	exists=EXIST:P=0.0,1.0
183083	paperref:122669	|	paperref:120095	|	exists=NOTEXIST:P=1.0,0.0
200865	paperref:123114	|	paperref:121119	|	exists=EXIST:P=0.0,1.0
181025	paperref:121052	|	paperref:121529	|
178750	paperref:124178	|	paperref:123660	|
194350	paperref:122381	|	paperref:119916	|	exists=EXIST:P=0.0,1.0
183004	paperref:120753	|	paperref:123428	|	exists=EXIST:P=0.0,1.0
187076	paperref:123853	|	paperref:120155	|	exists=EXIST:P=0.0,1.0
189157	paperref:120410	|	paperref:122130	|
177449	paperref:122954	|	paperref:121740	|	exists=EXIST:P=0.0,1.0
181674	paperref:119881	|	paperref:122585	|	exists=EXIST:P=0.0,1.0
196512	paperref:121085	|	paperref:124819	|	exists=EXIST:P=0.0,1.0
181420	paperref:120631	|	paperref:121919	|	exists=EXIST:P=0.0,1.0
175448	paperref:120839	|	paperref:122739	|	exists=NOTEXIST:P=1.0,0.0
183973	paperref:122620	|	paperref:120991	|	exists=EXIST:P=0.0,1.0
173880	paperref:120871	|	paperref:122866	|	exists=NOTEXIST:P=1.0,0.0
197126	paperref:124053	|	paperref:120463	|	exists=EXIST:P=0.0,1.0
172503	paperref:123039	|	paperref:122091	|	exists=NOTEXIST:P=1.0,0.0
174594	paperref:125033	|	paperref:120420	|	exists=EXIST:P=0.0,1.0
195371	paperref:124013	|	paperref:121861	|	exists=NOTEXIST:P=1.0,0.0
195381	paperref:122466	|	paperref:121012	|	exists=NOTEXIST:P=1.0,0.0
185084	paperref:121433	|	paperref:120410	|	exists=EXIST:P=0.0,1.0
194175	paperref:124951	|	paperref:121274	|	exists=NOTEXIST:P=1.0,0.0
191313	paperref:124641	|	paperref:121070	|	exists=NOTEXIST:P=1.0,0.0
189136	paperref:120245	|	paperref:121545	|
198642	paperref:120937	|	paperref:123781	|	exists=EXIST:P=0.0,1.0
184450	paperref:123686	|	paperref:123053	|
190139	paperref:121698	|	paperref:123731	|	exists=NOTEXIST:P=1.0,0.0
175792	paperref:119931	|	paperref:123347	|	exists=NOTEXIST:P=1.0,0.0
176768	paperref:120981	|	paperref:122514	|	exists=EXIST:P=0.0,1.0
186562	paperref:122649	|	paperref:120465	|	exists=EXIST:P=0.0,1.0
194160	paperref:124736	|	paperref:123548	|	exists=EXIST:P=0.0,1.0
192457	paperref:125329	|	paperref:124916	|	exists=NOTEXIST:P=1.0,0.0
181512	paperref:122191	|	paperref:120800	|	exists=EXIST:P=0.0,1.0
187184	paperref:124434	|	paperref:122192	|	exists=NOTEXIST:P=1.0,0.0
191233	paperref:120537	|	paperref:121103	|	exists=EXIST:P=0.0,1.0
200582	paperref:124058	|	paperref:123718	|	exists=EXIST:P=0.0,1.0
183426	paperref:124089	|	paperref:124829	|
175864	paperref:125076	|	paperref:121870	|	exists=EXIST:P=0.0,1.0
173685	paperref:120359	|	paperref:123306	|	exists=EXIST:P=0.0,1.0
191097	paperref:124835	|	paperref:120766	|
182914	paperref:123634	|	paperref:125131	|	exists=EXIST:P=0.0,1.0
181503	paperref:125042	|	paperref:122421	|	exists=NOTEXIST:P=1.0,0.0
182746	paperref:123346	|	paperref:124082	|	exists=EXIST:P=0.0,1.0
187763	paperref:124065	|	paperref:123680	|	exists=EXIST:P=0.0,1.0
184265	paperref:123435	|	paperref:122878	|	exists=NOTEXIST:P=1.0,0.0
195485	paperref:120531	|	paperref:123806	|	exists=NOTEXIST:P=1.0,0.0
192828	paperref:121361	|	paperref:124068	|
171846	paperref:124594	|	paperref:120752	|	exists=EXIST:P=0.0,1.0
175286	paperref:122321	|	paperref:124686	|
174802	paperref:120786	|	paperref:122151	|	exists=EXIST:P=0.0,1.0
189232	paperref:123977	|	paperref:123440	|
179235	paperref:122190	|	paperref:123060	|	exists=EXIST:P=0.0,1.0
181485	paperref:122181	|	paperref:123779	|	exists=EXIST:P=0.0,1.0
176619	paperref:123240	|	paperref:120055	|	exists=NOTEXIST:P=1.0,0.0
188813	paperref:121560	|	paperref:124137	|	exists=EXIST:P=0.0,1.0
197058	paperref:124252	|	paperref:123780	|	exists=EXIST:P=0.0,1.0
187783	paperref:120861	|	paperref:122427	|	exists=EXIST:P=0.0,1.0
190876	paperref:124170	|	paperref:121723	|
176777	paperref:121255	|	paperref:123311	|	exists=EXIST:P=0.0,1.0
181467	paperref:122181	|	paperref:123702	|
193244	paperref:125299	|	paperref:123776	|
195191	paperref:125298	|	paperref:125038	|
199995	paperref:122439	|	paperref:124780	|	exists=EXIST:P=0.0,1.0
185630	paperref:125446	|	paperref:124813	|	exists=EXIST:P=0.0,1.0
185542	paperref:123809	|	paperref:124116	|	exists=NOTEXIST:P=1.0,0.0
172763	paperref:120308	|	paperref:121686	|	exists=EXIST:P=0.0,1.0
177270	paperref:120931	|	paperref:119837	|	exists=NOTEXIST:P=1.0,0.0
179382	paperref:125432	|	paperref:121723	|	exists=EXIST:P=0.0,1.0
185961	paperref:122694	|	paperref:122350	|
198913	paperref:125188	|	paperref:120201	|
184557	paperref:121104	|	paperref:120942	|
175984	paperref:121393	|	paperref:119880	|
181630	paperref:119881	|	paperref:123981	|
177325	paperref:120945	|	paperref:124057	|	exists=EXIST:P=0.0,1.0
179975	paperref:121539	|	paperref:123786	|	exists=EXIST:P=0.0,1.0
198019	paperref:120984	|	paperref:122515	|
188123	paperref:125272	|	paperref:123917	|	exists=NOTEXIST:P=1.0,0.0
181536	paperref:120022	|	paperref:121990	|	exists=NOTEXIST:P=1.0,0.0
188077	paperref:120752	|	paperref:121566	|	exists=EXIST:P=0.0,1.0
179522	paperref:125142	|	paperref:121378	|	exists=EXIST:P=0.0,1.0
181615	paperref:119881	|	paperref:123642	|
198118	paperref:122131	|	paperref:121611	|	exists=NOTEXIST:P=1.0,0.0
186759	paperref:125423	|	paperref:123051	|
187959	paperref:124001	|	paperref:123722	|	exists=EXIST:P=0.0,1.0
197543	paperref:119930	|	paperref:120886	|	exists=NOTEXIST:P=1.0,0.0
199279	paperref:120947	|	paperref:120360	|	exists=EXIST:P=0.0,1.0
179344	paperref:120632	|	paperref:124884	|	exists=EXIST:P=0.0,1.0
198411	paperref:124481	|	paperref:121470	|	exists=NOTEXIST:P=1.0,0.0
190901	paperref:120115	|	paperref:122787	|	exists=NOTEXIST:P=1.0,0.0
189853	paperref:123013	|	paperref:121210	|	exists=NOTEXIST:P=1.0,0.0
179679	paperref:123421	|	paperref:123547	|	exists=EXIST:P=0.0,1.0
192591	paperref:125090	|	paperref:123712	|
184374	paperref:125036	|	paperref:123054	|	exists=EXIST:P=0.0,1.0
174868	paperref:124714	|	paperref:122487	|
184033	paperref:125316	|	paperref:125201	|	exists=EXIST:P=0.0,1.0
173917	paperref:122360	|	paperref:120865	|	exists=NOTEXIST:P=1.0,0.0
181166	paperref:123136	|	paperref:120525	|	exists=EXIST:P=0.0,1.0
184478	paperref:123686	|	paperref:123230	|	exists=EXIST:P=0.0,1.0
189120	paperref:123436	|	paperref:124339	|	exists=NOTEXIST:P=1.0,0.0
175618	paperref:119852	|	paperref:122358	|
183352	paperref:122902	|	paperref:120052	|
178808	paperref:125035	|	paperref:123683	|	exists=EXIST:P=0.0,1.0
194980	paperref:122753	|	paperref:125311	|	exists=EXIST:P=0.0,1.0
196832	paperref:122049	|	paperref:124978	|
173828	paperref:121774	|	paperref:122826	|	exists=EXIST:P=0.0,1.0
200486	paperref:122856	|	paperref:120105	|	exists=EXIST:P=0.0,1.0
174568	paperref:125033	|	paperref:124073	|	exists=EXIST:P=0.0,1.0
179837	paperref:120146	|	paperref:121349	|	exists=EXIST:P=0.0,1.0
194078	paperref:120017	|	paperref:123305	|	exists=EXIST:P=0.0,1.0
196706	paperref:122225	|	paperref:123472	|	exists=NOTEXIST:P=1.0,0.0
183016	paperref:120753	|	paperref:120462	|	exists=EXIST:P=0.0,1.0
178098	paperref:122024	|	paperref:120328	|	exists=NOTEXIST:P=1.0,0.0
172358	paperref:120283	|	paperref:120479	|	exists=EXIST:P=0.0,1.0
195030	paperref:121212	|	paperref:123712	|	exists=EXIST:P=0.0,1.0
197004	paperref:121831	|	paperref:123639	|
194592	paperref:123216	|	paperref:121807	|
191263	paperref:124596	|	paperref:121797	|	exists=NOTEXIST:P=1.0,0.0
191710	paperref:124023	|	paperref:122558	|	exists=NOTEXIST:P=1.0,0.0
179518	paperref:122659	|	paperref:119948	|
178021	paperref:123684	|	paperref:124072	|	exists=EXIST:P=0.0,1.0
200072	paperref:120948	|	paperref:124388	|	exists=NOTEXIST:P=1.0,0.0
174377	paperref:123470	|	paperref:124813	|	exists=EXIST:P=0.0,1.0
176599	paperref:121564	|	paperref:121995	|	exists=NOTEXIST:P=1.0,0.0
173564	paperref:121339	|	paperref:124799	|	exists=NOTEXIST:P=1.0,0.0
188830	paperref:124250	|	paperref:121378	|
195884	paperref:122017	|	paperref:124486	|	exists=EXIST:P=0.0,1.0
186259	paperref:121632	|	paperref:122670	|	exists=NOTEXIST:P=1.0,0.0
183528	paperref:120481	|	paperref:121587	|	exists=EXIST:P=0.0,1.0
188648	paperref:120522	|	paperref:124890	|
179412	paperref:121924	|	paperref:120708	|
180145	paperref:122547	|	paperref:121758	|	exists=NOTEXIST:P=1.0,0.0
195263	paperref:120678	|	paperref:124872	|	exists=EXIST:P=0.0,1.0
198136	paperref:124952	|	paperref:122479	|
195735	paperref:120571	|	paperref:121231	|	exists=EXIST:P=0.0,1.0
172451	paperref:122177	|	paperref:120903	|	exists=EXIST:P=0.0,1.0
184225	paperref:124757	|	paperref:120834	|	exists=NOTEXIST:P=1.0,0.0
186119	paperref:124658	|	paperref:123866	|	exists=EXIST:P=0.0,1.0
185040	paperref:120998	|	paperref:122934	|
196683	paperref:120265	|	paperref:120464	|
176935	paperref:125378	|	paperref:119870	|
181904	paperref:124063	|	paperref:123681	|	exists=EXIST:P=0.0,1.0
197937	paperref:121402	|	paperref:121919	|	exists=EXIST:P=0.0,1.0
180111	paperref:120124	|	paperref:121452	|	exists=NOTEXIST:P=1.0,0.0
186997	paperref:121123	|	paperref:121110	|	exists=EXIST:P=0.0,1.0
200204	paperref:119870	|	paperref:122186	|	exists=NOTEXIST:P=1.0,0.0
185327	paperref:119936	|	paperref:123728	|	exists=NOTEXIST:P=1.0,0.0
192052	paperref:125034	|	paperref:120414	|
184480	paperref:123686	|	paperref:120420	|
200190	paperref:120218	|	paperref:121744	|
176216	paperref:125160	|	paperref:121889	|	exists=EXIST:P=0.0,1.0
182453	paperref:122497	|	paperref:123303	|	exists=EXIST:P=0.0,1.0
196334	paperref:119965	|	paperref:121900	|	exists=EXIST:P=0.0,1.0
193091	paperref:124385	|	paperref:122496	|	exists=NOTEXIST:P=1.0,0.0
174754	paperref:124242	|	paperref:123164	|	exists=EXIST:P=0.0,1.0
190536	paperref:123417	|	paperref:123506	|	exists=NOTEXIST:P=1.0,0.0
187727	paperref:122345	|	paperref:120068	|
190354	paperref:122220	|	paperref:124822	|
192957	paperref:120141	|	paperref:125410	|	exists=EXIST:P=0.0,1.0
175990	paperref:120695	|	paperref:121862	|	exists=NOTEXIST:P=1.0,0.0
173249	paperref:121214	|	paperref:124057	|	exists=EXIST:P=0.0,1.0
172022	paperref:122535	|	paperref:124554	|	exists=EXIST:P=0.0,1.0
192038	paperref:125034	|	paperref:123684	|
191032	paperref:120636	|	paperref:120117	|	exists=EXIST:P=0.0,1.0
196651	paperref:123391	|	paperref:121995	|	exists=NOTEXIST:P=1.0,0.0
173588	paperref:124312	|	paperref:122468	|	exists=NOTEXIST:P=1.0,0.0
190044	paperref:125083	|	paperref:124683	|
185697	paperref:125297	|	paperref:123069	|	exists=EXIST:P=0.0,1.0
186306	paperref:122253	|	paperref:121049	|	exists=EXIST:P=0.0,1.0
180722	paperref:122603	|	paperref:123271	|	exists=NOTEXIST:P=1.0,0.0
189306	paperref:125456	|	paperref:123533	|	exists=NOTEXIST:P=1.0,0.0
180101	paperref:121608	|	paperref:125212	|
183477	paperref:121824	|	paperref:122094	|	exists=EXIST:P=0.0,1.0
193527	paperref:122937	|	paperref:120375	|	exists=EXIST:P=0.0,1.0
196067	paperref:120110	|	paperref:124295	|	exists=EXIST:P=0.0,1.0
178794	paperref:122478	|	paperref:121220	|	exists=EXIST:P=0.0,1.0
179434	paperref:122745	|	paperref:120515	|	exists=EXIST:P=0.0,1.0
185244	paperref:121594	|	paperref:122309	|	exists=NOTEXIST:P=1.0,0.0
194036	paperref:123338	|	paperref:121591	|	exists=NOTEXIST:P=1.0,0.0
184072	paperref:121868	|	paperref:122202	|	exists=NOTEXIST:P=1.0,0.0
