UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
241325	paperref:128526	paperref:130738	|
213858	paperref:131062	paperref:128778	|	exists=NOTEXIST:P=1.0,0.0
205977	paperref:127740	paperref:128941	|
243984	paperref:130806	paperref:131005	|
252442	paperref:128324	paperref:128146	|
232104	paperref:130150	paperref:130780	|
213020	paperref:131927	paperref:129459	|	exists=NOTEXIST:P=1.0,0.0
239596	paperref:129461	paperref:127513	|
216925	paperref:129853	paperref:129857	|	exists=EXIST:P=0.0,1.0
245904	paperref:128075	paperref:130807	|
205582	paperref:131776	paperref:129921	|
241381	paperref:130741	paperref:130813	|	exists=NOTEXIST:P=1.0,0.0
225037	paperref:132058	paperref:131756	|
249238	paperref:127658	paperref:132021	|
208818	paperref:129573	paperref:131366	|
214007	paperref:132153	paperref:130511	|
227267	paperref:127955	paperref:127432	|
237572	paperref:131039	paperref:127498	|
252268	paperref:130749	paperref:128899	|	exists=NOTEXIST:P=1.0,0.0
221066	paperref:128434	paperref:129593	|	exists=NOTEXIST:P=1.0,0.0
213380	paperref:130749	paperref:130751	|	exists=EXIST:P=0.0,1.0
247025	paperref:132114	paperref:127880	|
220208	paperref:131699	paperref:128090	|
242865	paperref:129610	paperref:127707	|
217539	paperref:127898	paperref:130743	|	exists=NOTEXIST:P=1.0,0.0
223653	paperref:128440	paperref:131494	|
245194	paperref:130808	paperref:130746	|
228498	paperref:128308	paperref:128657	|
236832	paperref:132128	paperref:127400	|	exists=NOTEXIST:P=1.0,0.0
220322	paperref:129594	paperref:131907	|
236627	paperref:129832	paperref:130780	|
231442	paperref:130777	paperref:130733	|
228004	paperref:127344	paperref:131159	|
246383	paperref:130327	paperref:131163	|
242224	paperref:130349	paperref:127367	|
231209	paperref:132406	paperref:129745	|
224149	paperref:130144	paperref:127499	|
252811	paperref:128070	paperref:128076	|	exists=EXIST:P=0.0,1.0
249294	paperref:129199	paperref:130325	|
250584	paperref:128619	paperref:127177	|	exists=NOTEXIST:P=1.0,0.0
244108	paperref:131006	paperref:128402	|	exists=NOTEXIST:P=1.0,0.0
235669	paperref:131154	paperref:128154	|
219737	paperref:131705	paperref:127555	|
211868	paperref:130752	paperref:130385	|
225046	paperref:130308	paperref:129083	|
224956	paperref:129197	paperref:127509	|
207563	paperref:129488	paperref:130278	|	exists=NOTEXIST:P=1.0,0.0
242578	paperref:130811	paperref:131005	|	exists=NOTEXIST:P=1.0,0.0
206427	paperref:129606	paperref:128570	|
233385	paperref:131445	paperref:127558	|
221518	paperref:131447	paperref:129592	|
253187	paperref:127311	paperref:127315	|	exists=EXIST:P=0.0,1.0
212659	paperref:127455	paperref:130750	|	exists=NOTEXIST:P=1.0,0.0
243321	paperref:132470	paperref:128154	|
207422	paperref:132296	paperref:129474	|
249281	paperref:127171	paperref:129403	|
240690	paperref:129610	paperref:131729	|
240069	paperref:130325	paperref:127512	|
220211	paperref:130025	paperref:128090	|
249398	paperref:130744	paperref:127555	|
218884	paperref:132532	paperref:128841	|
213504	paperref:131548	paperref:128030	|	exists=NOTEXIST:P=1.0,0.0
243395	paperref:128142	paperref:127156	|
227411	paperref:128587	paperref:128589	|
229455	paperref:130773	paperref:128231	|
218532	paperref:129588	paperref:127400	|
215419	paperref:130386	paperref:129580	|
242014	paperref:128204	paperref:132126	|
231826	paperref:129223	paperref:129755	|	exists=NOTEXIST:P=1.0,0.0
227672	paperref:128040	paperref:131147	|
214164	paperref:129298	paperref:132182	|
245938	paperref:132128	paperref:131161	|
236873	paperref:131732	paperref:127400	|
244205	paperref:130686	paperref:130882	|	exists=NOTEXIST:P=1.0,0.0
212624	paperref:131447	paperref:130750	|
225936	paperref:127400	paperref:130297	|
227832	paperref:131146	paperref:127552	|
242157	paperref:129685	paperref:129682	|
228077	paperref:131713	paperref:128816	|
242476	paperref:131851	paperref:128206	|	exists=NOTEXIST:P=1.0,0.0
208918	paperref:129015	paperref:128907	|	exists=NOTEXIST:P=1.0,0.0
213230	paperref:127822	paperref:128073	|
